phone,state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
(415) 756-9705,SC,1,no,yes,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,2,2.7,1
(415) 935-3726,NY,91,no,yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1
(408) 711-0316,PA,85,no,no,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1
(408) 451-1231,MT,85,no,yes,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4
(415) 328-4125,SC,99,no,no,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2
(415) 994-0478,WV,123,no,no,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2
(415) 480-1144,OK,104,no,no,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2
(408) 506-8316,NY,168,no,no,0,163.4,134,27.78,240.1,87,20.41,164.0,147,7.38,11.6,2,3.13,2
(415) 352-2181,KS,68,no,no,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2
(415) 444-5546,SC,112,no,yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4
(415) 835-2564,KY,56,yes,no,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1
(408) 729-5333,OH,133,no,no,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0
(408) 747-8308,NC,95,no,no,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6
(415) 823-8557,TX,1,no,no,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5
(415) 542-0797,ND,90,no,yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1
(415) 125-4549,NY,46,no,no,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1
(415) 828-7683,HI,150,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1
(408) 494-6302,KS,73,no,no,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1
(408) 582-6926,OR,161,no,no,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1
(415) 358-4721,KY,76,no,no,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1
(415) 233-7276,WV,95,no,no,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1
(415) 522-4010,RI,76,no,no,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1
(415) 961-5068,CO,103,no,yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1
(415) 160-8979,MA,132,no,yes,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2
(510) 110-9892,UT,148,no,no,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1
(415) 455-9716,ME,105,no,no,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2
(415) 566-9093,NV,129,no,no,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1
(415) 512-1748,MI,37,no,no,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3
(510) 506-3229,MI,110,no,no,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1
(408) 285-2288,VA,90,no,no,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2
(415) 422-6409,WA,62,no,no,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0
(408) 239-7622,ND,84,no,yes,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2
(510) 647-4804,SC,111,no,no,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1
(415) 589-5137,MN,91,no,no,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1
(415) 326-0936,CO,118,no,yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3
(510) 431-9891,VT,107,no,no,0,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5
(415) 660-4835,LA,62,no,no,0,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3
(510) 547-5361,SC,41,no,no,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1
(415) 105-2455,MT,34,no,yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2
(415) 834-1876,ND,27,no,no,0,227.4,67,38.66,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1
(510) 182-4078,NC,122,no,yes,30,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2
(415) 881-2876,AR,54,no,no,0,247.5,85,42.08,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,2
(415) 574-1502,NY,122,no,no,0,141.4,128,24.04,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0
(408) 325-8356,AL,91,yes,no,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1
(415) 687-0674,ND,148,yes,no,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1
(415) 282-2925,NE,67,no,yes,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0
(510) 605-4069,OR,124,no,no,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1
(510) 815-6183,CT,100,yes,no,0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1
(415) 431-5014,OH,68,yes,yes,24,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3
(510) 925-8155,WV,144,no,yes,38,105.0,86,17.85,121.8,123,10.35,221.5,122,9.97,3.7,4,1.0,0
(415) 559-0746,OH,160,no,no,0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0
(408) 351-4248,AR,115,no,no,0,268.0,115,45.56,153.6,106,13.06,232.3,65,10.45,17.0,1,4.59,3
(510) 173-5652,DC,130,no,no,0,132.4,81,22.51,200.3,110,17.03,202.5,103,9.11,6.0,1,1.62,2
(415) 677-8730,WA,84,no,no,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2
(510) 652-1460,AK,99,no,no,0,238.4,96,40.53,246.5,130,20.95,198.4,117,8.93,12.4,4,3.35,3
(415) 846-7680,OH,106,no,yes,30,220.1,105,37.42,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0
(408) 182-0432,TN,39,no,no,0,187.2,110,31.82,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1
(408) 384-3160,IN,114,no,no,0,203.8,85,34.65,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1
(408) 996-8239,MO,116,no,no,0,51.1,106,8.69,208.6,137,17.73,198.0,92,8.91,12.3,3,3.32,1
(415) 763-2943,OK,52,no,no,0,124.9,131,21.23,300.5,118,25.54,192.5,106,8.66,11.6,4,3.13,2
(415) 175-3266,WY,89,no,no,0,115.4,99,19.62,209.9,115,17.84,280.9,112,12.64,15.9,6,4.29,3
(510) 677-1187,HI,101,no,no,0,70.9,123,12.05,211.9,73,18.01,236.0,73,10.62,10.6,3,2.86,3
(408) 355-4291,LA,94,no,no,0,157.5,97,26.78,224.5,112,19.08,310.8,106,13.99,11.1,6,3.0,0
(510) 760-4974,AR,113,no,yes,39,209.8,77,35.67,164.1,90,13.95,159.7,100,7.19,9.0,4,2.43,1
(415) 757-1077,ND,108,no,no,0,112.6,86,19.14,114.9,101,9.77,177.8,119,8.0,7.2,6,1.94,3
(408) 946-5157,DE,60,no,no,0,207.3,77,35.24,207.9,105,17.67,108.2,89,4.87,12.9,5,3.48,1
(415) 390-0439,NV,111,no,yes,35,161.2,142,27.4,159.1,104,13.52,167.9,98,7.56,14.7,5,3.97,1
(415) 103-6775,DE,42,no,yes,31,170.8,101,29.04,233.4,104,19.84,174.2,121,7.84,11.0,3,2.97,2
(510) 647-3967,WY,60,yes,yes,37,189.9,125,32.28,110.4,107,9.38,210.7,115,9.48,9.1,5,2.46,3
(510) 985-6322,VT,178,no,no,0,179.7,112,30.55,276.6,91,23.51,169.7,101,7.64,10.1,7,2.73,3
(408) 785-4985,VT,77,no,yes,36,172.2,88,29.27,161.6,112,13.74,259.7,115,11.69,11.8,4,3.19,2
(408) 906-2857,TX,73,no,no,0,195.3,97,33.2,96.8,89,8.23,243.1,84,10.94,16.2,13,4.37,1
(408) 964-6286,MD,106,no,yes,22,218.6,83,37.16,244.4,70,20.77,132.4,99,5.96,9.1,6,2.46,1
(510) 694-4076,ME,57,no,no,0,155.2,99,26.38,214.1,98,18.2,241.0,64,10.85,7.5,7,2.03,1
(415) 868-8934,AL,117,no,no,0,198.5,75,33.75,179.8,92,15.28,234.1,119,10.53,10.6,6,2.86,0
(415) 283-3452,AL,132,no,no,0,200.0,104,34.0,149.6,101,12.72,137.1,110,6.17,18.9,2,5.1,1
(408) 249-8420,NJ,113,yes,no,0,122.4,98,20.81,223.8,116,19.02,267.5,148,12.04,11.6,5,3.13,3
(408) 888-3655,ND,128,no,no,0,102.5,87,17.43,177.2,97,15.06,226.0,119,10.17,8.7,5,2.35,1
(415) 259-6320,SC,84,no,no,0,274.1,119,46.6,144.1,123,12.25,268.2,100,12.07,9.9,5,2.67,2
(510) 358-0239,LA,92,no,no,0,87.6,89,14.89,172.3,133,14.65,153.4,88,6.9,8.0,4,2.16,1
(415) 603-3113,FL,119,no,yes,37,168.2,81,28.59,283.3,105,24.08,243.8,136,10.97,10.7,3,2.89,1
(415) 911-8568,NC,118,no,no,0,256.5,115,43.61,135.3,79,11.5,208.3,131,9.37,7.5,5,2.03,0
(408) 236-5854,MA,117,no,no,0,240.2,110,40.83,187.9,65,15.97,152.7,102,6.87,7.0,19,1.89,3
(415) 730-1586,MT,57,no,no,0,234.4,120,39.85,155.3,120,13.2,130.5,103,5.87,9.4,4,2.54,1
(408) 507-4512,VT,33,no,yes,33,221.4,110,37.64,276.1,86,23.47,222.9,102,10.03,10.1,4,2.73,1
(415) 995-8193,NC,110,yes,no,0,135.1,99,22.97,227.3,123,19.32,176.0,110,7.92,13.2,4,3.56,1
(415) 890-2195,NH,145,no,no,0,170.5,101,28.99,206.5,112,17.55,194.3,106,8.74,9.8,1,2.65,3
(510) 280-6385,WV,113,no,yes,28,264.4,93,44.95,222.8,79,18.94,213.7,88,9.62,10.0,4,2.7,1
(408) 688-2607,DC,170,no,yes,34,125.3,128,21.3,240.6,104,20.45,243.4,109,10.95,7.0,3,1.89,3
(415) 372-6849,CT,101,no,no,0,164.6,85,27.98,204.9,72,17.42,136.4,104,6.14,11.5,5,3.11,0
(408) 228-4274,GA,96,no,yes,26,126.5,108,21.51,123.8,114,10.52,308.5,98,13.88,13.1,6,3.54,2
(510) 339-1955,KS,131,no,no,0,195.6,93,33.25,245.0,100,20.83,104.7,97,4.71,13.2,6,3.56,2
(510) 468-5058,AZ,130,no,yes,22,173.9,90,29.56,234.8,86,19.96,121.8,79,5.48,8.4,5,2.27,1
(408) 231-3333,NJ,143,yes,no,0,186.9,98,31.77,196.5,110,16.7,215.3,104,9.69,12.3,3,3.32,4
(510) 765-9525,WA,114,yes,no,0,115.6,93,19.65,163.2,78,13.87,251.3,104,11.31,9.7,1,2.62,2
(415) 124-2055,MS,57,no,yes,36,244.5,94,41.57,161.2,113,13.7,184.3,105,8.29,9.7,3,2.62,1
(415) 682-7608,AL,97,no,no,0,164.3,106,27.93,182.3,97,15.5,183.9,93,8.28,12.1,2,3.27,1
(415) 707-7579,AK,144,no,yes,38,276.3,149,46.97,252.0,112,21.42,132.5,85,5.96,8.7,3,2.35,1
(510) 300-2095,AR,97,no,yes,32,172.7,79,29.36,217.4,101,18.48,260.7,88,11.73,11.7,5,3.16,1
(415) 335-4050,VA,150,no,yes,29,235.8,91,40.09,202.8,84,17.24,246.3,81,11.08,11.9,4,3.21,1
(510) 458-9927,DC,17,no,yes,30,280.0,101,47.6,258.9,85,22.01,230.0,130,10.35,10.3,2,2.78,3
(415) 994-5196,NY,101,no,no,0,229.8,97,39.07,217.8,133,18.51,243.5,53,10.96,8.9,2,2.4,1
(415) 762-1482,OH,163,no,no,0,241.6,102,41.07,138.9,100,11.81,148.8,129,6.7,9.8,6,2.65,1
(415) 794-5025,OH,176,no,yes,31,167.0,93,28.39,174.1,128,14.8,155.0,124,6.98,10.4,4,2.81,3
(408) 677-6485,IN,66,no,no,0,241.7,112,41.09,251.6,78,21.39,105.0,82,4.72,11.3,2,3.05,2
(415) 217-1984,SC,136,no,no,0,88.5,112,15.05,279.5,98,23.76,278.0,69,12.51,7.5,12,2.03,1
(415) 537-4543,WA,93,no,no,0,214.4,112,36.45,261.5,97,22.23,280.8,112,12.64,14.8,3,4.0,0
(415) 229-3142,MN,126,no,no,0,152.4,94,25.91,166.2,91,14.13,199.2,84,8.96,10.2,1,2.75,1
(415) 595-6235,VT,149,no,no,0,194.9,108,33.13,187.1,102,15.9,174.9,168,7.87,8.2,4,2.21,4
(415) 480-6818,WA,62,no,no,0,166.9,76,28.37,223.6,113,19.01,188.9,87,8.5,14.2,5,3.83,1
(408) 387-2157,KS,48,no,yes,26,192.9,60,32.79,179.2,87,15.23,185.5,137,8.35,18.7,7,5.05,0
(510) 891-0152,CA,90,no,yes,22,187.9,121,31.94,209.9,101,17.84,256.7,102,11.55,10.4,5,2.81,2
(415) 282-1600,OK,177,no,yes,21,234.0,108,39.78,238.0,61,20.23,201.9,125,9.09,8.8,4,2.38,0
(415) 763-6795,VA,25,yes,no,0,211.7,51,35.99,225.2,74,19.14,197.4,95,8.88,12.0,3,3.24,0
(415) 639-0299,DE,82,yes,yes,41,116.9,74,19.87,228.2,115,19.4,251.4,89,11.31,9.9,8,2.67,1
(510) 116-3149,FL,89,no,no,0,215.9,106,36.7,211.1,89,17.94,252.9,106,11.38,8.8,4,2.38,0
(510) 553-5688,DC,41,no,no,0,208.0,83,35.36,199.4,110,16.95,173.5,91,7.81,14.9,3,4.02,1
(510) 607-7166,WA,166,no,no,0,156.8,100,26.66,171.5,93,14.58,149.1,97,6.71,11.2,10,3.02,1
(415) 669-6655,AK,68,no,no,0,172.3,135,29.29,190.2,93,16.17,297.6,84,13.39,10.4,2,2.81,1
(415) 283-9824,OH,184,no,no,0,167.2,133,28.42,162.1,123,13.78,156.9,81,7.06,9.5,4,2.57,1
(408) 897-1850,AZ,68,no,no,0,172.5,115,29.33,221.9,126,18.86,170.9,98,7.69,6.8,8,1.84,4
(408) 452-2160,AL,130,no,no,0,289.1,79,49.15,150.1,106,12.76,163.4,98,7.35,13.5,4,3.65,1
(415) 629-8544,MN,151,no,yes,31,240.7,102,40.92,106.5,96,9.05,195.7,128,8.81,10.6,2,2.86,2
(415) 715-3323,TN,127,yes,no,0,220.7,100,37.52,170.2,89,14.47,278.4,73,12.53,15.0,4,4.05,3
(415) 380-0820,OH,160,no,no,0,237.1,126,40.31,238.4,127,20.26,181.3,100,8.16,10.7,8,2.89,2
(415) 608-0385,VA,144,no,no,0,97.9,119,16.64,171.3,88,14.56,169.9,83,7.65,7.4,4,2.0,0
(510) 222-1188,ID,45,yes,yes,40,179.0,114,30.43,272.6,99,23.17,67.1,80,3.02,10.8,3,2.92,3
(408) 718-3921,WY,111,no,no,0,165.5,72,28.14,228.9,73,19.46,169.7,103,7.64,9.7,6,2.62,2
(415) 888-3042,MN,167,yes,no,0,143.7,108,24.43,75.6,111,6.43,217.9,99,9.81,9.9,4,2.67,0
(408) 818-8508,WY,88,no,no,0,166.4,97,28.29,186.7,118,15.87,251.6,89,11.32,14.5,4,3.92,0
(415) 619-3915,NE,23,no,no,0,155.6,122,26.45,223.8,82,19.02,50.9,130,2.29,10.6,3,2.86,4
(415) 942-5713,FL,151,no,no,0,175.7,91,29.87,152.3,127,12.95,140.0,88,6.3,10.7,10,2.89,1
(415) 205-7292,MT,138,no,no,0,216.0,106,36.72,207.6,110,17.65,180.0,102,8.1,11.2,4,3.02,0
(510) 530-0644,AZ,114,no,no,0,326.1,119,55.44,161.0,105,13.69,220.1,129,9.9,11.0,3,2.97,1
(408) 793-4429,AR,154,no,no,0,283.6,115,48.21,181.3,103,15.41,306.1,60,13.77,8.8,5,2.38,0
(408) 558-4281,DC,91,no,no,0,167.5,77,28.48,175.2,113,14.89,233.5,85,10.51,16.1,5,4.35,2
(510) 897-1852,NJ,88,no,no,0,143.3,97,24.36,170.7,81,14.51,195.3,89,8.79,11.4,5,3.08,2
(415) 253-6885,NH,15,yes,no,0,224.3,85,38.13,166.3,79,14.14,187.0,117,8.41,11.7,3,3.16,1
(415) 308-4374,CO,43,no,no,0,184.8,114,31.42,130.6,131,11.1,175.0,69,7.88,8.0,9,2.16,0
(510) 313-2272,TN,53,no,no,0,100.2,85,17.03,213.8,90,18.17,299.8,67,13.49,7.7,4,2.08,3
(415) 117-9528,NH,116,no,no,0,215.6,127,36.65,105.5,110,8.97,291.7,80,13.13,11.2,7,3.02,3
(415) 587-0403,MO,162,yes,no,0,147.6,126,25.09,284.1,84,24.15,170.2,87,7.66,8.1,7,2.19,0
(408) 288-7980,MI,142,no,no,0,245.1,66,41.67,144.6,109,12.29,227.3,112,10.23,3.1,4,0.84,1
(408) 645-1222,NE,169,no,no,0,135.7,111,23.07,223.0,124,18.96,167.5,101,7.54,9.5,4,2.57,1
(510) 451-9024,KY,158,no,yes,22,192.9,86,32.79,219.7,104,18.67,169.3,92,7.62,10.9,3,2.94,2
(510) 839-0041,MI,103,no,yes,29,211.6,111,35.97,237.9,84,20.22,209.4,93,9.42,14.0,7,3.78,2
(510) 113-8052,NE,63,no,no,0,81.7,105,13.89,203.0,66,17.26,181.2,109,8.15,12.9,3,3.48,2
(510) 247-9949,ID,40,no,no,0,146.4,105,24.89,196.4,143,16.69,235.6,123,10.6,9.4,3,2.54,3
(415) 172-2499,WY,117,no,no,0,234.8,118,39.92,211.7,112,17.99,147.0,97,6.61,7.5,3,2.03,2
(415) 233-7513,WV,128,no,no,0,140.3,108,23.85,235.3,111,20.0,200.8,57,9.04,11.8,6,3.19,1
(510) 998-2870,IA,111,no,yes,33,168.1,97,28.58,204.0,88,17.34,260.9,97,11.74,15.1,3,4.08,1
(510) 471-3787,ME,167,no,yes,30,195.8,118,33.29,166.4,109,14.14,297.4,84,13.38,11.7,2,3.16,0
(415) 610-0144,PA,54,no,no,0,230.2,89,39.13,148.7,110,12.64,255.6,139,11.5,8.1,3,2.19,4
(408) 416-1436,NY,115,no,yes,30,181.2,65,30.8,193.2,62,16.42,153.2,92,6.89,9.9,6,2.67,2
(415) 584-1302,CA,112,no,no,0,105.3,101,17.9,187.2,92,15.91,206.4,101,9.29,11.1,2,3.0,4
(415) 151-3756,VA,94,no,no,0,208.1,72,35.38,188.0,79,15.98,162.0,96,7.29,4.6,5,1.24,2
(408) 521-6509,MO,87,no,no,0,156.0,70,26.52,160.5,89,13.64,206.6,112,9.3,7.1,3,1.92,4
(415) 391-4521,NE,11,no,no,0,136.6,111,23.22,80.6,78,6.85,201.7,77,9.08,9.9,4,2.67,0
(510) 859-3441,MA,192,no,no,0,174.5,83,29.67,232.7,102,19.78,101.5,68,4.57,12.4,4,3.35,1
(408) 319-2649,AR,124,no,no,0,192.6,108,32.74,223.3,106,18.98,187.0,84,8.41,4.2,2,1.13,1
(510) 251-2984,SC,97,no,no,0,164.2,97,27.91,232.2,85,19.74,198.8,118,8.95,6.5,3,1.76,1
(510) 686-9121,VA,93,yes,no,0,172.4,133,29.31,205.6,77,17.48,245.8,126,11.06,9.1,9,2.46,1
(408) 560-1612,IL,103,no,no,0,205.2,74,34.88,200.8,97,17.07,251.1,94,11.3,11.2,1,3.02,1
(510) 142-0165,NH,75,no,no,0,192.0,106,32.64,140.4,97,11.93,190.1,94,8.55,7.6,5,2.05,2
(408) 379-4984,KY,70,no,no,0,156.6,82,26.62,193.1,112,16.41,179.8,108,8.09,12.6,1,3.4,1
(408) 466-6747,GA,84,yes,yes,18,136.8,114,23.26,200.3,110,17.03,199.0,86,8.96,8.0,4,2.16,3
(408) 106-8238,SD,129,no,no,0,52.2,93,8.87,128.8,117,10.95,141.7,63,6.38,9.4,12,2.54,1
(415) 138-2784,NJ,38,no,no,0,228.3,129,38.81,141.9,83,12.06,268.6,116,12.09,9.7,3,2.62,2
(408) 212-9189,NM,170,no,no,0,215.4,94,36.62,138.2,97,11.75,237.1,117,10.67,12.5,5,3.38,1
(408) 758-2794,HI,72,no,no,0,153.8,64,26.15,304.4,106,25.87,185.0,125,8.32,8.4,5,2.27,1
(408) 677-0578,GA,111,yes,no,0,159.4,47,27.1,269.3,53,22.89,179.8,103,8.09,13.7,2,3.7,2
(415) 505-2788,TX,98,yes,no,0,172.5,118,29.33,198.5,107,16.87,230.2,105,10.36,12.6,3,3.4,1
(408) 126-5228,SC,94,no,no,0,229.2,103,38.96,163.9,133,13.93,190.1,67,8.55,7.4,6,2.0,3
(415) 663-5352,NJ,82,no,yes,33,247.4,106,42.06,167.1,110,14.2,207.6,113,9.34,6.8,1,1.84,5
(510) 731-3675,AZ,102,no,yes,29,158.2,132,26.89,250.6,47,21.3,219.3,86,9.87,15.1,4,4.08,1
(415) 755-4533,AR,103,no,yes,22,219.0,126,37.23,311.9,126,26.51,197.0,112,8.87,9.0,8,2.43,3
(510) 212-2975,MD,156,no,no,0,81.7,133,13.89,242.5,117,20.61,203.8,112,9.17,12.3,6,3.32,3
(510) 289-5752,MS,109,yes,no,0,186.5,106,31.71,190.3,103,16.18,168.5,128,7.58,10.5,6,2.84,2
(408) 783-0413,NJ,117,no,no,0,185.6,115,31.55,174.8,83,14.86,188.2,122,8.47,6.7,4,1.81,4
(510) 434-8284,GA,26,no,no,0,83.2,93,14.14,199.5,64,16.96,242.6,112,10.92,10.7,4,2.89,1
(415) 101-5363,AR,121,no,no,0,123.6,113,21.01,229.4,85,19.5,242.9,97,10.93,10.3,4,2.78,0
(415) 758-5237,AL,185,no,no,0,158.5,93,26.95,294.7,69,25.05,146.2,116,6.58,16.6,3,4.48,0
(510) 741-1776,CO,103,no,yes,40,140.3,52,23.85,245.6,114,20.88,111.7,86,5.03,11.1,6,3.0,1
(510) 185-0016,LA,76,no,no,0,156.3,117,26.57,115.7,53,9.83,316.4,121,14.24,6.8,4,1.84,1
(408) 791-1427,RI,69,no,no,0,198.8,141,33.8,203.7,110,17.31,177.1,109,7.97,15.2,2,4.1,4
(510) 745-8045,MS,53,no,no,0,198.3,100,33.71,304.2,93,25.86,131.5,85,5.92,9.2,5,2.48,2
(408) 249-6170,NM,138,no,yes,12,114.5,100,19.47,175.1,130,14.88,112.7,85,5.07,7.8,5,2.11,0
(415) 133-9500,NJ,116,no,no,0,154.0,127,26.18,280.4,68,23.83,213.0,56,9.58,8.6,2,2.32,6
(415) 326-2793,ID,49,no,no,0,101.7,71,17.29,223.2,102,18.97,182.1,112,8.19,7.3,3,1.97,3
(415) 864-3024,WI,118,no,no,0,142.2,96,24.17,164.9,107,14.02,183.7,92,8.27,7.1,4,1.92,1
(415) 731-2714,DE,67,no,no,0,164.5,79,27.97,110.3,108,9.38,203.9,102,9.18,9.8,2,2.65,1
(415) 543-0340,RI,131,no,no,0,131.3,39,22.32,242.9,101,20.65,278.8,100,12.55,8.5,2,2.3,2
(415) 266-1903,MA,100,no,no,0,167.2,100,28.42,141.2,87,12.0,251.3,76,11.31,6.1,6,1.65,3
(415) 826-8137,DE,122,no,no,0,184.6,88,31.38,148.8,98,12.65,309.7,58,13.94,14.3,2,3.86,3
(415) 637-2510,OH,4,yes,no,0,169.7,96,28.85,131.8,94,11.2,245.1,86,11.03,14.2,4,3.83,0
(415) 168-6490,MN,31,no,no,0,224.5,96,38.17,191.2,72,16.25,214.5,100,9.65,9.1,1,2.46,2
(415) 845-5092,WV,114,no,no,0,247.8,95,42.13,255.1,98,21.68,224.1,105,10.08,9.5,6,2.57,1
(415) 287-5196,MT,149,no,no,0,244.2,83,41.51,262.0,72,22.27,144.5,113,6.5,7.0,4,1.89,1
(408) 474-4640,DC,86,no,no,0,178.3,94,30.31,264.4,74,22.47,284.6,109,12.81,15.0,2,4.05,0
(415) 300-4524,OH,141,no,no,0,215.8,79,36.69,112.7,85,9.58,221.8,109,9.98,5.6,4,1.51,2
(415) 774-1984,KY,127,no,no,0,264.5,75,44.97,179.2,91,15.23,141.9,93,6.39,8.0,1,2.16,1
(415) 231-3216,MD,131,no,no,0,212.8,108,36.18,212.0,115,18.02,235.9,96,10.62,9.8,11,2.65,0
(408) 658-0763,SD,124,yes,yes,29,187.1,75,31.81,148.5,142,12.62,214.4,124,9.65,5.5,7,1.49,2
(408) 161-4602,NY,148,no,no,0,236.5,84,40.21,236.0,95,20.06,228.6,124,10.29,8.3,6,2.24,2
(415) 377-5232,TX,72,yes,no,0,286.1,101,48.64,306.1,94,26.02,232.8,89,10.48,10.3,1,2.78,4
(510) 511-9430,MO,97,no,no,0,80.7,99,13.72,262.3,93,22.3,214.6,130,9.66,8.8,3,2.38,0
(510) 589-9284,KY,59,no,no,0,155.5,92,26.44,192.3,104,16.35,123.3,106,5.55,10.5,3,2.84,4
(510) 279-4483,TX,112,no,no,0,242.1,69,41.16,235.2,150,19.99,237.7,106,10.7,10.0,5,2.7,3
(415) 599-6626,MI,126,no,no,0,175.6,91,29.85,151.1,100,12.84,201.5,100,9.07,9.9,2,2.67,1
(510) 725-4644,IN,91,yes,no,0,103.2,100,17.54,124.8,154,10.61,336.1,111,15.12,14.0,4,3.78,2
(408) 155-5166,NM,109,no,yes,40,99.7,116,16.95,140.3,117,11.93,221.3,76,9.96,13.9,5,3.75,3
(510) 885-0887,TX,77,no,no,0,136.5,95,23.21,182.6,102,15.52,233.6,93,10.51,9.9,10,2.67,1
(510) 348-4483,WV,133,no,yes,24,125.5,106,21.34,161.2,95,13.7,209.1,112,9.41,15.0,4,4.05,2
(415) 358-8998,WA,238,no,no,0,202.0,60,34.34,213.9,105,18.18,266.4,90,11.99,12.0,1,3.24,2
(415) 313-4241,ND,120,no,no,0,174.1,108,29.6,209.6,96,17.82,267.5,99,12.04,11.6,2,3.13,0
(408) 642-5333,MO,132,no,no,0,213.6,125,36.31,133.9,54,11.38,332.2,104,14.95,7.5,2,2.03,4
(510) 358-1458,MS,78,yes,no,0,198.9,93,33.81,210.6,86,17.9,252.1,99,11.34,14.4,12,3.89,0
(415) 329-4620,OR,123,no,yes,38,202.3,104,34.39,292.4,105,24.85,239.3,63,10.77,11.2,1,3.02,3
(415) 259-8021,NH,131,no,no,0,227.7,134,38.71,162.7,88,13.83,279.4,90,12.57,8.9,7,2.4,4
(408) 498-6723,SD,39,no,no,0,179.0,88,30.43,148.2,124,12.6,146.8,116,6.61,8.8,4,2.38,2
(415) 768-3755,SC,95,no,no,0,226.6,98,38.52,88.5,107,7.52,166.2,105,7.48,11.9,3,3.21,2
(415) 983-4601,WA,82,no,no,0,313.6,110,53.31,263.2,104,22.37,139.0,93,6.26,7.5,5,2.03,1
